index,gene_ids,n_cells,highly_variable,means,dispersions,dispersions_norm
LIMD2,ENSG00000136490,1769,True,1.9591252,3.2110868,0.90003854
PSMC5,ENSG00000087191,777,True,0.95978355,2.7839189,0.5430097
CD79B,ENSG00000007312,654,True,1.3992537,3.1781285,0.9178328
ICAM2,ENSG00000108622,647,True,0.9082803,3.7832828,2.1006503
TEX2,ENSG00000136478,7,True,0.013170133,2.1063447,0.705478
NOL11,ENSG00000130935,139,True,0.24461797,3.2907672,3.0440872
ARSG,ENSG00000141337,62,True,0.11948601,3.1510453,2.7682102
CTD-2006K23.1,ENSG00000261222,84,True,0.12371164,2.0317173,0.5581283
NAT9,ENSG00000109065,174,True,0.3462463,4.098926,2.4320433
TMEM104,ENSG00000109066,30,True,0.055693742,2.0398676,0.57422096
ATP5H,ENSG00000167863,960,True,1.1920276,3.34376,1.1629969
SLC16A5,ENSG00000170190,13,True,0.027146913,2.5521557,1.5857195
ARMC7,ENSG00000125449,71,True,0.15044788,3.3953724,3.2506273
NT5C,ENSG00000125458,341,True,0.5456327,3.0911512,1.1405026
GGA3,ENSG00000125447,48,True,0.12792589,3.6576622,3.768511
GRB2,ENSG00000177885,497,True,0.6834207,3.2217982,1.2628922
SMIM5,ENSG00000204323,6,True,0.01794577,2.4520385,1.3880409
GALK1,ENSG00000108479,145,True,0.25970933,3.8752995,4.19823
SPHK1,ENSG00000176170,18,True,0.03221674,2.0954144,0.6838965
USP36,ENSG00000055483,107,True,0.19055611,3.3543992,3.1697268
RNF213,ENSG00000173821,611,True,0.8467801,3.1812298,1.1622713
RP11-1055B8.7,ENSG00000171282,5,True,0.013456987,2.3764715,1.2388359
OXLD1,ENSG00000204237,250,True,0.4342938,3.7659671,2.0053308
ARL16,ENSG00000214087,149,True,0.23376907,2.0930119,0.6791527
ARHGDIA,ENSG00000141522,781,True,0.99075085,3.132721,1.0866638
STRA13,ENSG00000169689,295,True,0.44921845,2.6681483,0.59839183
RFNG,ENSG00000169733,46,True,0.12689166,4.128223,4.6976204
GPS1,ENSG00000169727,155,True,0.26247498,3.1838474,2.832977
C17orf62,ENSG00000178927,417,True,0.60455745,3.0230386,0.98145264
FN3KRP,ENSG00000141560,153,True,0.25751096,2.5811832,1.6430334
YES1,ENSG00000176105,7,True,0.038228758,3.8821995,4.211854
SMCHD1,ENSG00000101596,322,True,0.4965588,3.0477595,1.0848927
RP13-270P17.3,ENSG00000272688,36,True,0.06749022,2.094253,0.68160343
RALBP1,ENSG00000017797,167,True,0.2730492,2.6158178,1.7114184
VAPA,ENSG00000101558,775,True,0.99490875,3.1448176,1.105518
PSMG2,ENSG00000128789,499,True,0.6874214,3.284802,1.3521043
OSBPL1A,ENSG00000141447,12,True,0.02640642,3.1283793,2.7234569
RNF125,ENSG00000101695,175,True,0.2976419,2.777653,0.7387305
ZNF397,ENSG00000186812,50,True,0.09135666,2.1518514,0.79532975
INO80C,ENSG00000153391,128,True,0.19792598,2.0097718,0.51479757
ATP5A1,ENSG00000152234,1119,True,1.3034136,3.0877929,0.78412
CXXC1,ENSG00000154832,163,True,0.28233013,3.0409067,1.0761102
NARS,ENSG00000134440,249,True,0.41018003,3.6833751,1.8994828
MALT1,ENSG00000172175,125,True,0.23171236,3.7016537,3.8553712
RP11-879F14.2,ENSG00000267279,5,True,0.028432915,3.1190643,2.7050648
TMX3,ENSG00000166479,80,True,0.14051892,2.7345376,1.9458274
NFATC1,ENSG00000131196,98,True,0.16688156,2.1592064,0.80985194
RBCK1,ENSG00000125826,562,True,0.77617455,2.7555208,0.6026527
RP11-314N13.3,ENSG00000229728,6,True,0.013730131,2.2420106,0.97334653
SIRPG,ENSG00000089012,160,True,0.25327364,2.0128033,0.5207832
SNRPB,ENSG00000125835,929,True,1.106782,3.0765967,0.9991868
ITPA,ENSG00000125877,339,True,0.49121863,2.7760758,0.73670924
C20orf27,ENSG00000101220,347,True,0.511344,3.3926027,1.5268357
PRNP,ENSG00000171867,281,True,0.435847,3.076218,1.1213642
PCNA,ENSG00000132646,162,True,0.308166,3.8590798,2.124662
CRLS1,ENSG00000088766,167,True,0.2821187,3.0042546,1.0291378
ANKEF1,ENSG00000132623,11,True,0.02411472,2.004118,0.5036342
MKKS,ENSG00000125863,297,True,0.45409063,2.644133,0.5676145
TASP1,ENSG00000089123,74,True,0.16153957,3.7420087,3.935051
SNX5,ENSG00000089006,291,True,0.44232655,2.8704188,0.85761696
RIN2,ENSG00000132669,6,True,0.01292309,2.1527038,0.7970127
NAA20,ENSG00000173418,368,True,0.5560868,2.9300697,0.93406415
CD93,ENSG00000125810,46,True,0.10451247,3.7629547,3.9764082
CST3,ENSG00000101439,1075,True,2.792083,3.9810824,1.4360604
CST7,ENSG00000077984,535,True,1.3968085,3.7812917,1.8106216
ABHD12,ENSG00000100997,89,True,0.19748041,4.524096,5.4792604
PLAGL2,ENSG00000126003,60,True,0.13099286,4.164458,4.769165
SNTA1,ENSG00000101400,7,True,0.018875174,2.4073343,1.2997737
NECAB3,ENSG00000125967,30,True,0.091453195,4.3482556,5.1320686
PXMP4,ENSG00000101417,43,True,0.13718413,4.842517,6.1079736
RALY,ENSG00000125970,611,True,0.86412525,3.6046188,1.8221788
PIGU,ENSG00000101464,63,True,0.13087668,3.3606122,3.1819942
UQCC1,ENSG00000101019,66,True,0.15019721,4.130519,4.7021537
RBM39,ENSG00000131051,954,True,1.165815,3.2145405,0.97172904
AAR2,ENSG00000131043,63,True,0.10656566,2.101977,0.69685435
MYL9,ENSG00000101335,27,True,0.14554638,3.8864605,4.2202673
RPN2,ENSG00000118705,602,True,0.84050983,3.656121,1.8778847
BLCAP,ENSG00000166619,212,True,0.3321349,2.7043715,0.64481455
CTNNBL1,ENSG00000132792,275,True,0.433762,3.2185378,1.3037581
MAFB,ENSG00000204103,260,True,0.44088742,2.6764748,0.6090629
SRSF6,ENSG00000124193,179,True,0.29282945,2.6412008,0.56385654
TTPAL,ENSG00000124120,42,True,0.08074202,2.14181,0.77550316
PKIG,ENSG00000168734,117,True,0.25349844,2.1374257,0.76684654
YWHAB,ENSG00000166913,1353,True,1.562091,2.8080094,0.512888
DNTTIP1,ENSG00000101457,184,True,0.35308495,4.403587,2.8224893
UBE2C,ENSG00000175063,8,True,0.014546437,2.3994966,1.2842982
MMP9,ENSG00000100985,6,True,0.017726054,2.5034268,1.4895055
LINC00494,ENSG00000235621,6,True,0.014143261,2.125786,0.7438645
STAU1,ENSG00000124214,125,True,0.21206842,2.5868454,1.6542133
CEBPB,ENSG00000172216,872,True,1.3041368,2.9308815,0.5518633
KCNG1,ENSG00000026559,23,True,0.11305261,4.188879,4.817384
ATP9A,ENSG00000054793,5,True,0.015502597,2.483408,1.449979
FAM210B,ENSG00000124098,79,True,0.27118313,5.728169,7.856669
RTFDC1,ENSG00000022277,566,True,0.7420002,2.7897015,0.6510518
ZBP1,ENSG00000124256,155,True,0.35691994,4.57119,3.0372856
PMEPA1,ENSG00000124225,15,True,0.031060746,2.2121675,0.9144222
STX16,ENSG00000124222,226,True,0.37630084,3.3339906,1.4517198
TUBB1,ENSG00000101162,53,True,0.31567582,4.4418592,2.8715384
PSMA7,ENSG00000101182,1511,True,1.6770961,3.2472587,1.3322086
DIDO1,ENSG00000101191,100,True,0.19271207,2.6908805,1.8596277
GID8,ENSG00000101193,283,True,0.42826644,2.834704,0.8118456
TPD52L2,ENSG00000101150,210,True,0.34544337,2.9045537,0.90136343
TCEA2,ENSG00000171703,145,True,0.24631172,2.4772205,1.437762
RGS19,ENSG00000171700,724,True,0.90521455,2.777888,0.5336099
PRSS57,ENSG00000185198,13,True,0.031101532,2.0129647,0.5211019
ELANE,ENSG00000197561,6,True,0.015531483,2.2779012,1.0442115
POLR2E,ENSG00000099817,441,True,0.6197073,3.1355743,1.140801
ATP5D,ENSG00000099624,1459,True,1.5945375,2.9632118,0.8023831
C19orf24,ENSG00000228300,505,True,0.67560065,2.6830688,0.50006205
MUM1,ENSG00000160953,75,True,0.19351962,4.542775,5.516142
ATP8B3,ENSG00000130270,7,True,0.0154399825,2.1072965,0.7073573
PLEKHJ1,ENSG00000104886,446,True,0.6269293,3.50246,1.6603038
GADD45B,ENSG00000099860,634,True,0.8890714,3.2495365,1.2687362
SLC39A3,ENSG00000141873,171,True,0.27034837,2.0052857,0.50593996
NFIC,ENSG00000141905,104,True,0.20401792,3.8170424,4.083203
DOHH,ENSG00000129932,55,True,0.086219706,2.064415,0.62268895
TBXA2R,ENSG00000006638,14,True,0.07364263,4.516917,5.4650865
SIRT6,ENSG00000077463,82,True,0.13256374,2.081016,0.65546733
CCDC94,ENSG00000105248,125,True,0.21605189,3.1889634,2.8430786
FEM1A,ENSG00000141965,69,True,0.15217099,3.8865106,4.220366
SAFB2,ENSG00000130254,192,True,0.32396644,3.3047338,1.4142249
DUS3L,ENSG00000141994,155,True,0.25959694,3.3024814,3.0672166
VMAC,ENSG00000187650,66,True,0.11908179,2.1153204,0.7232004
ALKBH7,ENSG00000125652,635,True,0.82685304,3.371406,1.4747341
DENND1C,ENSG00000205744,158,True,0.2662647,3.2947235,3.051899
PCP2,ENSG00000174788,11,True,0.024161238,2.0227263,0.5403758
RETN,ENSG00000104918,114,True,0.23889533,2.4212532,1.3272561
MAP2K7,ENSG00000076984,130,True,0.24064833,2.9207535,2.3135054
CD320,ENSG00000167775,168,True,0.2784367,2.0218666,0.5386783
RAB11B,ENSG00000185236,384,True,0.546598,2.6305683,0.55023015
MARCH2,ENSG00000099785,147,True,0.24963069,2.26069,1.0102285
HNRNPM,ENSG00000099783,840,True,1.0586638,3.0994792,1.0348521
ZNF559,ENSG00000188321,39,True,0.07723049,2.1645734,0.82044905
ZNF561,ENSG00000171469,55,True,0.16393954,4.8511033,6.1249275
CDC37,ENSG00000105401,608,True,0.8211572,3.3013575,1.3755467
S1PR5,ENSG00000180739,123,True,0.24771737,2.0050597,0.50549364
ILF3-AS1,ENSG00000267100,437,True,0.63156587,3.1238,1.1241288
ILF3,ENSG00000129351,251,True,0.41183475,3.2701726,1.369932
C19orf52,ENSG00000142444,104,True,0.20791176,3.7757368,4.001646
SMARCA4,ENSG00000127616,128,True,0.3072961,5.098656,3.713274
TMEM205,ENSG00000105518,303,True,0.5096464,3.6545134,1.8624942
ZNF653,ENSG00000161914,7,True,0.016862823,2.191614,0.87383974
ECSIT,ENSG00000130159,182,True,0.28365684,2.8009992,0.7686504
ELOF1,ENSG00000130165,379,True,0.6392825,4.674854,3.3203902
ZNF69,ENSG00000198429,12,True,0.024905406,2.0155752,0.52625614
ZNF799,ENSG00000196466,19,True,0.06726943,4.0397863,4.5230045
FBXW9,ENSG00000132004,14,True,0.02805789,2.01342,0.522001
HOOK2,ENSG00000095066,117,True,0.20726159,3.009205,2.4881508
RAD23A,ENSG00000179262,527,True,0.72026426,3.1332903,1.1375668
IL27RA,ENSG00000104998,284,True,0.43386522,2.8529549,0.8352356
SAMD1,ENSG00000141858,21,True,0.088562176,4.6549315,5.7375917
PRKACA,ENSG00000072062,103,True,0.21625073,4.186384,4.812458
ZNF333,ENSG00000160961,39,True,0.0747106,2.1009188,0.6947647
AC004257.3,ENSG00000270143,8,True,0.014953794,2.0737784,0.64117676
AKAP8,ENSG00000105127,94,True,0.14844303,2.1897938,0.870246
TPM4,ENSG00000167460,350,True,0.5568303,2.6464884,0.57063305
FAM32A,ENSG00000105058,383,True,0.56838834,3.230815,1.2756598
CHERP,ENSG00000085872,96,True,0.19113687,3.4440339,3.346708
SMIM7,ENSG00000214046,439,True,0.6635976,3.5402055,1.7137507
MYO9B,ENSG00000099331,192,True,0.38615328,4.9971514,3.5831878
BABAM1,ENSG00000105393,331,True,0.5067489,3.1094387,1.1639392
MVB12A,ENSG00000141971,143,True,0.22306193,2.1831026,0.8570344
SLC27A1,ENSG00000130304,33,True,0.11979229,4.8692694,6.1607957
COLGALT1,ENSG00000130309,89,True,0.15506046,2.089629,0.6724732
INSL3,ENSG00000248099,9,True,0.018256983,2.0485551,0.59137416
CCDC124,ENSG00000007080,300,True,0.46002328,3.739506,1.9714189
IFI30,ENSG00000216490,441,True,0.7778657,2.872987,0.7689825
JUND,ENSG00000130522,414,True,0.693148,3.5557427,1.7357512
ELL,ENSG00000105656,65,True,0.13087171,2.746207,1.9688683
CRTC1,ENSG00000105662,35,True,0.068757705,2.134311,0.76069665
RFXANK,ENSG00000064490,306,True,0.43960416,2.879649,0.8694461
NR2C2AP,ENSG00000184162,112,True,0.18738014,2.0754664,0.6445097
ZNF682,ENSG00000197124,20,True,0.045689493,2.0670536,0.62789875
ZNF493,ENSG00000196268,62,True,0.19203466,4.4408097,5.314814
LINC00662,ENSG00000261824,66,True,0.1928137,5.044129,6.506051
PLEKHF1,ENSG00000166289,130,True,0.25007144,2.116007,0.72455615
ANKRD27,ENSG00000105186,48,True,0.12345221,4.128925,4.699006
LSM14A,ENSG00000257103,441,True,0.63669777,2.86138,0.7525474
PDCD2L,ENSG00000126249,66,True,0.15231061,4.0429378,4.5292273
ARHGAP33,ENSG00000004777,9,True,0.018589206,2.0032673,0.50195456
TYROBP,ENSG00000011600,1072,True,2.6769452,3.7742078,1.1608312
POLR2I,ENSG00000105258,390,True,0.5641069,2.7774186,0.63365954
TBCB,ENSG00000105254,823,True,1.0110846,3.6092293,1.829365
AC092295.7,ENSG00000233527,12,True,0.027298557,2.147657,0.78704786
AC074138.3,ENSG00000225975,14,True,0.03455701,2.1413405,0.77457625
ZNF567,ENSG00000189042,60,True,0.10926061,2.146689,0.7851366
PPP1R14A,ENSG00000167641,61,True,0.19314608,4.2362723,4.9109607
C19orf33,ENSG00000167644,9,True,0.038579945,3.425952,3.3110058
KCNK6,ENSG00000099337,86,True,0.15818365,3.582095,3.6193056
RASGRP4,ENSG00000171777,72,True,0.1193141,2.8107638,2.096334
ACTN4,ENSG00000130402,164,True,0.2796739,2.5301192,1.5422089
CAPN12,ENSG00000182472,86,True,0.19835936,3.6234603,3.7009804
HNRNPL,ENSG00000104824,254,True,0.37568933,2.6215582,0.53868306
MRPS12,ENSG00000128626,374,True,0.6104474,4.1666203,2.6007416
SAMD4B,ENSG00000179134,83,True,0.13682671,2.1867743,0.8642839
EID2,ENSG00000176396,20,True,0.12240711,5.1987195,6.811286
PSMC4,ENSG00000013275,451,True,0.6176459,2.9557922,0.88623303
TMEM91,ENSG00000142046,83,True,0.17635718,3.1868212,2.8388488
ATP5SL,ENSG00000105341,152,True,0.269069,3.4211235,3.3014722
CEACAM4,ENSG00000105352,26,True,0.09945393,4.628192,5.684795
CD79A,ENSG00000105369,426,True,1.4115951,3.9048553,2.558807
CTC-378H22.1,ENSG00000254887,47,True,0.08545767,2.459458,1.4026906
ETHE1,ENSG00000105755,377,True,0.52942735,2.7371037,0.68676347
ZNF404,ENSG00000176222,11,True,0.024772802,2.061926,0.6177743
ZNF45,ENSG00000124459,18,True,0.05923972,3.9334965,4.3131385
TOMM40,ENSG00000130204,167,True,0.24744254,2.135657,0.7633545
RELB,ENSG00000104856,126,True,0.26647848,4.201444,4.8421936
PRKD2,ENSG00000105287,143,True,0.27524844,3.2649455,2.993103
BBC3,ENSG00000105327,131,True,0.22250916,2.0214639,0.5378832
C5AR1,ENSG00000197405,264,True,0.4543812,2.788176,0.7522166
C5AR2,ENSG00000134830,6,True,0.014375639,2.3863728,1.2583858
DHX34,ENSG00000134815,30,True,0.09035989,4.117473,4.676395
NAPA-AS1,ENSG00000268061,27,True,0.11381969,4.912546,6.2462444
PLA2G4C,ENSG00000105499,7,True,0.01430246,2.372727,1.2314423
CYTH2,ENSG00000105443,159,True,0.30108598,4.501964,2.9485674
GYS1,ENSG00000104812,23,True,0.050644275,2.9748898,2.420396
TRPM4,ENSG00000130529,16,True,0.065843865,4.330437,5.0968866
CD37,ENSG00000104894,2063,True,2.4184237,3.1829689,0.66112584
FCGRT,ENSG00000104870,623,True,0.9603223,3.4813507,1.6300492
PRRG2,ENSG00000126460,13,True,0.024972765,2.0580425,0.61010677
IL4I1,ENSG00000104951,20,True,0.03876531,2.2521205,0.9933083
SPIB,ENSG00000269404,110,True,0.22679651,2.1119285,0.716503
NKG7,ENSG00000105374,816,True,2.6704855,4.6400695,2.312787
ZNF175,ENSG00000105497,14,True,0.043204613,3.3814883,3.2232137
SIGLEC14,ENSG00000254415,38,True,0.05880823,2.0345707,0.56376225
FPR1,ENSG00000171051,289,True,0.5313212,3.575033,1.7606341
ZNF350,ENSG00000256683,76,True,0.18042381,4.1303387,4.7017975
ZNF615,ENSG00000197619,14,True,0.025987552,2.0437756,0.581937
ZNF841,ENSG00000197608,9,True,0.019048082,2.1855125,0.86179274
ZNF836,ENSG00000196267,69,True,0.14052975,2.925865,2.323598
ZNF528,ENSG00000167555,29,True,0.06469591,2.8307133,2.1357236
ZNF468,ENSG00000204604,44,True,0.0787061,2.3918076,1.2691165
MYADM,ENSG00000179820,515,True,0.757036,2.814502,0.6861689
OSCAR,ENSG00000170909,145,True,0.24442527,2.7129626,1.9032282
PRPF31,ENSG00000105618,286,True,0.4486153,2.894746,0.88879424
MBOAT7,ENSG00000125505,146,True,0.22150046,2.0675895,0.62895703
LILRA4,ENSG00000239961,11,True,0.03455986,2.721486,1.9200575
LAIR1,ENSG00000167613,244,True,0.38685408,2.6569872,0.584088
KIR2DL3,ENSG00000243772,21,True,0.0546918,2.0971904,0.6874031
KIR3DL2,ENSG00000240403,44,True,0.09499923,2.0646653,0.62318325
FCAR,ENSG00000186431,13,True,0.03374563,2.3121188,1.1117733
PPP6R1,ENSG00000105063,16,True,0.031268153,2.0148852,0.52489376
SUV420H2,ENSG00000133247,45,True,0.10143045,3.807238,4.0638447
ISOC2,ENSG00000063241,171,True,0.27732718,3.1230407,2.712916
ZNF628,ENSG00000197483,31,True,0.053215887,2.2004464,0.89127916
CTD-2537I9.12,ENSG00000267523,6,True,0.01988437,3.0008693,2.4716918
EPN1,ENSG00000063245,156,True,0.23332652,2.681488,1.8410826
AURKC,ENSG00000105146,4,True,0.019191325,3.3766553,3.213671
CTC-444N24.11,ENSG00000268205,33,True,0.087458745,3.737959,3.927055
ZNF587B,ENSG00000269343,6,True,0.01419232,2.068956,0.63165486
ZNF256,ENSG00000152454,13,True,0.025382357,2.0343502,0.56332684
CTD-2368P22.1,ENSG00000176593,8,True,0.022763012,2.803992,2.0829632
AC010642.1,ENSG00000267216,216,True,0.34250414,2.7434018,0.6948349
EIF1AY,ENSG00000198692,384,True,0.55442137,2.8654904,0.8513009
TPTEP1,ENSG00000100181,39,True,0.06302259,2.0240722,0.54303324
CECR5,ENSG00000069998,153,True,0.25664005,2.9518673,2.374939
PEX26,ENSG00000215193,56,True,0.107501805,2.755236,1.9866956
MRPL40,ENSG00000185608,327,True,0.46913677,2.6176105,0.5336237
CLDN5,ENSG00000184113,7,True,0.062179264,3.6837308,3.819983
SEPT5,ENSG00000184702,12,True,0.056377094,2.9400558,2.3516173
ARVCF,ENSG00000099889,6,True,0.13276842,5.807067,8.01245
PPIL2,ENSG00000100023,83,True,0.1697193,3.216112,2.8966825
IGLL5,ENSG00000254709,111,True,0.88536125,4.9426465,3.9076717
DDT,ENSG00000099977,522,True,0.7650664,3.8592365,2.1654923
GUCD1,ENSG00000138867,131,True,0.22627696,2.4684212,1.420388
EWSR1,ENSG00000182944,529,True,0.7327152,3.1804957,1.2044088
GAS2L1,ENSG00000185340,39,True,0.07471268,2.1064882,0.70576143
NEFH,ENSG00000100285,11,True,0.020346269,2.8025143,2.0800455
ZMAT5,ENSG00000100319,171,True,0.25423655,2.117185,0.72688216
RFPL2,ENSG00000128253,8,True,0.0332731,3.6281807,3.710301
FBXO7,ENSG00000100225,385,True,0.5531196,2.6635542,0.59250414
HMGXB4,ENSG00000100281,141,True,0.24776284,3.3125753,3.0871468
EIF3D,ENSG00000100353,1075,True,1.2736154,3.2810907,1.0702353
PVALB,ENSG00000100362,5,True,0.018839722,2.6382325,1.7556756
MPST,ENSG00000128309,159,True,0.25657246,2.0462606,0.58684367
LGALS2,ENSG00000100079,573,True,1.5197911,3.4364285,1.6850624
SH3BP1,ENSG00000100092,291,True,0.43741438,2.6932971,0.630622
LGALS1,ENSG00000100097,1283,True,2.5231225,3.4299936,1.1062679
ANKRD54,ENSG00000100124,96,True,0.20274816,4.1155486,4.672595
DDX17,ENSG00000100201,461,True,0.68005675,2.9184973,0.8334242
APOBEC3A,ENSG00000128383,334,True,0.7213826,2.753392,0.59963834
APOBEC3B,ENSG00000179750,101,True,0.27199736,2.9324336,2.3365676
APOBEC3G,ENSG00000239713,583,True,0.87322426,3.5720437,1.7714063
RPS19BP1,ENSG00000187051,663,True,0.836078,2.876472,0.7739172
ADSL,ENSG00000239900,285,True,0.46356034,3.640563,1.8446158
PHF5A,ENSG00000100410,411,True,0.57276917,3.0759902,1.056431
DESI1,ENSG00000100418,189,True,0.26668787,2.5395603,1.5608501
WBP2NL,ENSG00000183066,8,True,0.01909398,2.1458645,0.7835088
SMDT1,ENSG00000183172,1031,True,1.2308488,3.5778496,1.5094911
PACSIN2,ENSG00000100266,121,True,0.24322976,3.4628441,3.3838484
PARVB,ENSG00000188677,144,True,0.2617758,2.7893262,2.0540059
LDOC1L,ENSG00000188636,22,True,0.041603014,2.0540745,0.60227203
PRR5,ENSG00000186654,164,True,0.3229552,4.0081606,2.3157203
ATXN10,ENSG00000130638,338,True,0.50509214,3.287732,1.3924357
TTC38,ENSG00000075234,129,True,0.2810412,2.4850132,1.4531485
CTA-29F11.1,ENSG00000260708,191,True,0.30413687,2.7533286,0.70755684
CRELD2,ENSG00000184164,237,True,0.4119502,3.8022532,2.0518343
LMF2,ENSG00000100258,155,True,0.23943326,2.5425403,1.5667341
TYMP,ENSG00000025708,940,True,1.6979719,2.9882736,0.50721395
RABL2B,ENSG00000079974,88,True,0.1595781,2.5855389,1.6516335
SAMSN1,ENSG00000155307,237,True,0.3910421,2.7222335,0.6677062
USP25,ENSG00000155313,51,True,0.08941701,2.0038111,0.50302833
MAP3K7CL,ENSG00000156265,44,True,0.10516899,2.5904582,1.6613466
BACH1,ENSG00000156273,61,True,0.09159829,2.0483859,0.5910399
MIS18A,ENSG00000159055,63,True,0.15142657,4.127662,4.696513
ATP5O,ENSG00000241837,1191,True,1.3894222,2.959771,0.5946248
KCNE1,ENSG00000180509,13,True,0.026646929,2.1627862,0.8169203
TTC3,ENSG00000182670,327,True,0.49178842,2.813733,0.7849699
DSCR3,ENSG00000157538,171,True,0.36037374,4.10412,2.4386992
BRWD1,ENSG00000185658,142,True,0.2858088,4.4443083,2.874677
BACE2,ENSG00000182240,34,True,0.15088493,4.993499,6.406083
SIK1,ENSG00000142178,135,True,0.21609846,2.9003422,2.273204
C21orf33,ENSG00000160221,289,True,0.48514205,3.8391256,2.0990891
ICOSLG,ENSG00000160223,34,True,0.08201574,2.5858183,1.6521853
SUMO3,ENSG00000184900,570,True,0.80481505,4.046776,2.4310443
SLC19A1,ENSG00000173638,31,True,0.05895963,3.2342312,2.9324586
S100B,ENSG00000160307,94,True,0.28628218,3.0429919,1.0787826
PRMT2,ENSG00000160310,588,True,0.81664664,2.7741685,0.62905747
